ensgeneid	sym	HC1.coch	HC2.vest	Non.HC1.coch	Non.HC2.vest
ENSMUSG00000037617	Spag1	141	350	52	48
ENSMUSG00000038967	Pdk2	85	21	154	350
ENSMUSG00000092203	1110038B12Rik	198	209	284	350
ENSMUSG00000013846	St3gal1	13	59	351	128
ENSMUSG00000014303	Glis2	63	71	221	351
ENSMUSG00000022517	Mgrn1	72	66	110	351
ENSMUSG00000029192	Tbc1d14	301	152	351	295
ENSMUSG00000034341	Wbp2	200	281	227	351
ENSMUSG00000036299	BC031181	266	227	311	351
ENSMUSG00000038677	Scube3	179	63	252	351
ENSMUSG00000056596	Trnp1	351	141	14	20
ENSMUSG00000061613	U2af1	351	99	193	48
ENSMUSG00000062760	1810041L15Rik	217	351	9	34
ENSMUSG00000074661	Pde4d	220	249	286	351
ENSMUSG00000019850	Tnfaip3	124	175	352	216
ENSMUSG00000029390	Tmed2	225	352	308	345
ENSMUSG00000029581	Fscn1	21	69	33	352
ENSMUSG00000030225	Dera	134	352	113	187
ENSMUSG00000055762	Eef1d	95	42	162	352
ENSMUSG00000059713	Rcan3	168	116	260	352
ENSMUSG00000061119	Prcp	58	39	165	352
ENSMUSG00000002524	Puf60	213	216	191	353
ENSMUSG00000004127	Rg9mtd2	353	169	230	90
ENSMUSG00000015711	Prune	134	353	127	143
ENSMUSG00000019579	D17Wsu104e	102	82	353	254
ENSMUSG00000021514	Zfp369	353	130	307	150
ENSMUSG00000026049	1700029F09Rik	322	151	353	204
ENSMUSG00000033157	Abhd10	353	191	191	98
ENSMUSG00000034295	Fhod3	353	161	46	52
ENSMUSG00000040653	Ppp1r14c	353	49	138	52
ENSMUSG00000045435	Tmem60	353	230	208	139
ENSMUSG00000047554	Tmem41b	312	333	348	353
ENSMUSG00000085208	4632419I22Rik	91	58	292	353
ENSMUSG00000006276	Eps15l1	261	110	181	354
ENSMUSG00000010136	1700027A23Rik	199	354	11	10
ENSMUSG00000020198	Ap3d1	354	216	138	341
ENSMUSG00000024807	Syvn1	82	48	139	354
ENSMUSG00000026082	Rev1	354	259	171	182
ENSMUSG00000038291	Snx25	354	346	173	199
ENSMUSG00000040321	Zfp770	343	275	354	117
ENSMUSG00000043313	Pcdhb19	229	139	354	172
ENSMUSG00000058240	Cryzl1	304	214	354	192
ENSMUSG00000061175	Fnip2	354	205	145	238
ENSMUSG00000000365	Rnf17	355	91	34	5
ENSMUSG00000028637	Ccdc30	355	312	236	40
ENSMUSG00000029999	Tgfa	29	151	149	355
ENSMUSG00000038370	Pcp4l1	355	8	14	29
ENSMUSG00000041879	Ipo9	260	156	355	342
ENSMUSG00000046897	Zfp740	181	146	317	355
ENSMUSG00000073016	Uprt	285	225	355	234
ENSMUSG00000016481	Cr1l	182	151	356	236
ENSMUSG00000025427	Rnf165	356	118	157	76
ENSMUSG00000025949	Pikfyve	337	356	229	228
ENSMUSG00000026335	Pam	106	73	293	356
ENSMUSG00000027569	1600027N09Rik	356	194	309	199
ENSMUSG00000030505	Prmt3	226	204	356	170
ENSMUSG00000032788	Pdxk	66	22	113	356
ENSMUSG00000034317	Trim59	201	204	356	341
ENSMUSG00000036862	Dchs1	29	40	40	356
ENSMUSG00000051359	Ncald	172	356	28	213
ENSMUSG00000006818	Sod2	239	150	357	319
ENSMUSG00000015672	Mrpl32	357	226	294	86
ENSMUSG00000017428	Psmd11	230	224	357	301
ENSMUSG00000032487	Ptgs2	44	357	24	32
ENSMUSG00000055723	Rras2	139	94	357	265
ENSMUSG00000076431	Sox4	119	48	357	163
ENSMUSG00000001855	Nup214	273	146	220	358
ENSMUSG00000018143	Mafk	102	37	114	358
ENSMUSG00000020100	Slc29a3	357	194	178	358
ENSMUSG00000027702	Lrrc34	74	358	9	8
ENSMUSG00000028568	Btf3l4	358	297	227	184
ENSMUSG00000028701	1520402A15Rik	124	114	358	269
ENSMUSG00000030708	Dnajb13	102	358	19	10
ENSMUSG00000050890	Pdik1l	233	110	358	186
ENSMUSG00000060429	Sntb1	358	35	300	199
ENSMUSG00000028016	Ints12	244	202	359	252
ENSMUSG00000030583	Sipa1l3	308	142	234	359
ENSMUSG00000038065	2410066E13Rik	137	73	359	106
ENSMUSG00000044033	Ccdc141	22	359	61	94
ENSMUSG00000048458	6530418L21Rik	359	106	66	55
ENSMUSG00000048787	Dcun1d3	111	136	359	267
ENSMUSG00000049571	9330101J02Rik	53	359	7	7
ENSMUSG00000019868	Vta1	234	144	360	150
ENSMUSG00000020225	Tmbim4	360	156	254	156
ENSMUSG00000023088	Abcc1	360	103	79	112
ENSMUSG00000049504	2810046L04Rik	259	105	267	360
ENSMUSG00000070044	Fam149a	164	360	167	164
ENSMUSG00000019737	AI428936	361	78	53	80
ENSMUSG00000021635	Rad17	361	174	326	129
ENSMUSG00000025092	Hspa12a	148	267	175	361
ENSMUSG00000033326	Kdm4a	313	144	361	171
ENSMUSG00000059775	Rps26-ps1	3	60	11	361
ENSMUSG00000038388	Mpp6	300	362	315	104
ENSMUSG00000040383	Aqr	280	189	334	362
ENSMUSG00000040548	Tex2	101	75	362	280
ENSMUSG00000060044	Tmem26	153	362	210	33
ENSMUSG00000020522	Mfap3	175	48	363	285
ENSMUSG00000022799	Arhgap31	7	11	77	363
ENSMUSG00000026239	Pde6d	363	152	179	134
ENSMUSG00000027827	Kcnab1	76	363	32	34
ENSMUSG00000028017	Egf	60	31	363	29
ENSMUSG00000037902	Sirpa	27	95	258	363
ENSMUSG00000043671	Dpy19l3	363	133	202	212
ENSMUSG00000062312	Erbb2	36	3	233	363
ENSMUSG00000020904	Wdr16	120	364	8	2
ENSMUSG00000021010	Npas3	361	304	364	204
ENSMUSG00000021025	Nfkbia	198	152	364	236
ENSMUSG00000023572	Ccndbp1	364	214	301	311
ENSMUSG00000024099	Ndufv2	329	294	364	166
ENSMUSG00000030688	Stard10	364	185	67	92
ENSMUSG00000032816	Igdcc4	271	274	364	101
ENSMUSG00000033773	Rpap2	271	364	146	72
ENSMUSG00000036136	Fam110c	21	122	364	147
ENSMUSG00000038342	Mlxip	285	281	284	364
ENSMUSG00000006299	Aamp	361	104	365	224
ENSMUSG00000030539	Sema4b	58	129	132	365
ENSMUSG00000038984	Tspyl5	240	365	236	225
ENSMUSG00000039990	2700050L05Rik	365	201	252	172
ENSMUSG00000048264	Dip2c	67	69	365	268
ENSMUSG00000051329	Nup160	365	197	278	284
ENSMUSG00000063142	Kcnma1	37	365	12	53
ENSMUSG00000082691	Dynlt1-ps1	170	352	148	365
ENSMUSG00000012640	Zfp715	361	251	366	181
ENSMUSG00000022889	Mrpl39	366	260	326	126
ENSMUSG00000029191	Rfc1	189	124	339	366
ENSMUSG00000032555	Topbp1	186	60	311	366
ENSMUSG00000038502	Ptov1	78	48	64	366
ENSMUSG00000038909	Myst2	247	139	274	366
ENSMUSG00000044337	Cxcr7	140	44	366	69
ENSMUSG00000047669	Msl3l2	269	366	265	79
ENSMUSG00000008090	Fgfrl1	154	142	182	367
ENSMUSG00000024580	Grpel2	367	188	95	117
ENSMUSG00000027309	4930402H24Rik	261	110	268	367
ENSMUSG00000031530	Dusp4	26	45	56	367
ENSMUSG00000035762	Tmem161b	366	200	367	142
ENSMUSG00000039067	Psmd7	251	203	367	331
ENSMUSG00000043017	Ptgir	367	5	6	1
ENSMUSG00000045409	Trim39	367	200	191	163
ENSMUSG00000022146	Osmr	23	36	109	368
ENSMUSG00000022680	Pdxdc1	228	75	230	368
ENSMUSG00000030994	D7Ertd443e	368	230	26	40
ENSMUSG00000031609	Sap30	142	108	368	100
ENSMUSG00000041180	Hectd2	368	87	147	29
ENSMUSG00000066278	Vps37b	17	22	88	368
ENSMUSG00000000325	Arvcf	61	90	65	369
ENSMUSG00000020265	Sumo3	369	214	357	316
ENSMUSG00000028344	Invs	369	200	275	250
ENSMUSG00000039474	Wfs1	202	369	253	346
ENSMUSG00000005609	Ctr9	370	188	258	260
ENSMUSG00000022064	Pibf1	261	370	170	106
ENSMUSG00000038437	Mllt6	179	206	239	370
ENSMUSG00000049555	Tmie	370	189	38	30
ENSMUSG00000052456	Asna1	108	102	195	370
ENSMUSG00000055067	Smyd3	180	370	226	111
ENSMUSG00000019188	H13	198	72	228	371
ENSMUSG00000025885	Myo5b	127	114	371	170
ENSMUSG00000026455	Klhl12	371	139	255	151
ENSMUSG00000026766	Mmadhc	203	160	364	371
ENSMUSG00000032018	Sc5d	92	72	371	125
ENSMUSG00000061848	Gm5805	21	6	122	371
ENSMUSG00000070343	Gm10288	21	82	64	371
ENSMUSG00000079562	Maea	147	114	227	371
ENSMUSG00000005686	Ampd3	372	4	89	38
ENSMUSG00000030878	Cdr2	372	168	183	274
ENSMUSG00000031960	Aars	286	236	255	372
ENSMUSG00000035062	Zc4h2	145	118	372	89
ENSMUSG00000035849	Krt222	165	372	20	0
ENSMUSG00000041556	Fbxo2	228	218	370	372
ENSMUSG00000048612	Myof	17	17	262	372
ENSMUSG00000053347	Zfp943	372	180	310	152
ENSMUSG00000055485	9830001H06Rik	372	134	174	258
ENSMUSG00000000881	Dlg3	254	207	373	233
ENSMUSG00000002428	Hltf	294	317	373	239
ENSMUSG00000015980	Lrrc27	306	373	61	42
ENSMUSG00000018372	Ccdc45	373	157	77	46
ENSMUSG00000020376	Rnf130	121	104	308	373
ENSMUSG00000022337	Ttc35	329	184	373	151
ENSMUSG00000026999	Nup35	195	373	30	32
ENSMUSG00000028664	Ephb2	48	11	267	373
ENSMUSG00000031154	Otud5	243	175	366	373
ENSMUSG00000037697	Ddhd1	245	175	373	367
ENSMUSG00000046985	Tapt1	300	211	211	373
ENSMUSG00000047675	Rps8	95	7	373	200
ENSMUSG00000019932	Kera	4	1	374	1
ENSMUSG00000024878	Cbwd1	374	188	361	103
ENSMUSG00000025794	Rpl14	112	68	208	374
ENSMUSG00000030168	Adipor2	240	94	216	374
ENSMUSG00000001416	Cct3	375	273	275	270
ENSMUSG00000015357	Clpx	375	186	318	355
ENSMUSG00000022098	Bmp1	63	10	197	375
ENSMUSG00000026511	Srp9	290	335	375	359
ENSMUSG00000027977	Ndst3	0	1	375	6
ENSMUSG00000029209	Gnpda2	375	107	133	96
ENSMUSG00000045576	St7l	375	201	232	155
ENSMUSG00000047215	Rpl9	375	133	136	144
ENSMUSG00000048747	E130114P18Rik	375	254	332	190
ENSMUSG00000049184	Purg	308	111	375	127
ENSMUSG00000081534	Slc48a1	155	55	123	375
ENSMUSG00000009734	Pou6f2	11	376	29	41
ENSMUSG00000021823	Vcl	146	168	196	376
ENSMUSG00000026926	Pmpca	376	227	275	239
ENSMUSG00000030120	Mlf2	265	111	290	376
ENSMUSG00000032409	Atr	358	332	376	341
ENSMUSG00000037892	Pcdh18	97	99	355	376
ENSMUSG00000044066	Cep68	94	262	376	235
ENSMUSG00000051306	Usp42	241	171	376	280
ENSMUSG00000054302	Eapp	376	376	307	227
ENSMUSG00000062797	l7Rn6	242	225	376	298
ENSMUSG00000068394	Cep152	181	376	34	23
ENSMUSG00000071646	Mta2	334	148	376	368
ENSMUSG00000007659	Bcl2l1	127	69	71	377
ENSMUSG00000018398	39692	211	124	350	377
ENSMUSG00000020925	Ccdc43	311	259	377	181
ENSMUSG00000029270	Fam69a	133	68	377	244
ENSMUSG00000042436	Mfap4	377	79	65	182
ENSMUSG00000004508	Gab2	321	285	378	338
ENSMUSG00000010505	Myt1	378	287	5	5
ENSMUSG00000018286	Psmb6	99	47	149	378
ENSMUSG00000019731	Slc35e1	263	151	208	378
ENSMUSG00000019872	Smpdl3a	247	232	378	353
ENSMUSG00000022120	Rnf219	135	48	378	76
ENSMUSG00000026019	Wdr12	378	181	103	39
ENSMUSG00000026883	Dab2ip	62	55	186	378
ENSMUSG00000034544	Rsrc1	378	258	366	225
ENSMUSG00000043889	Gm8399	9	9	19	378
ENSMUSG00000045193	Cirbp	168	125	295	378
ENSMUSG00000000142	Axin2	91	55	379	298
ENSMUSG00000038822	Hace1	379	194	313	157
ENSMUSG00000055670	Zzef1	379	213	259	330
ENSMUSG00000065954	Tacc1	158	166	210	379
ENSMUSG00000090394	4930523C07Rik	7	12	130	379
ENSMUSG00000005054	Cstb	24	18	213	380
ENSMUSG00000014907	Naf1	171	290	380	179
ENSMUSG00000024749	Tmc1	352	380	13	1
ENSMUSG00000028007	Snx7	132	12	380	105
ENSMUSG00000028048	Gba	53	50	207	380
ENSMUSG00000032469	Dbr1	380	122	260	83
ENSMUSG00000035778	Ggta1	358	380	59	21
ENSMUSG00000039529	Atp8b1	380	121	223	154
ENSMUSG00000041264	Uspl1	380	294	344	305
ENSMUSG00000055681	Cope	55	57	76	380
ENSMUSG00000063884	Ptcd3	380	196	254	174
ENSMUSG00000086869	Gm7809	256	181	380	326
ENSMUSG00000021876	Rnase4	8	8	381	231
ENSMUSG00000028756	Pink1	168	181	381	285
ENSMUSG00000036565	Ttyh3	168	89	265	381
ENSMUSG00000020758	Itgb4	10	10	119	382
ENSMUSG00000028944	Prkag2	382	85	152	136
ENSMUSG00000034928	Rnf44	141	119	293	382
ENSMUSG00000038305	Spats2l	252	49	234	382
ENSMUSG00000066571	4931406P16Rik	382	144	323	357
ENSMUSG00000032062	2310030G06Rik	383	314	247	107
ENSMUSG00000032251	Irak1bp1	365	383	181	194
ENSMUSG00000032359	Ctsh	8	6	50	383
ENSMUSG00000034064	Poglut1	239	223	383	332
ENSMUSG00000034765	Dusp5	36	27	183	383
ENSMUSG00000041144	Dnahc7b	57	383	113	147
ENSMUSG00000041559	Fmod	5	0	24	383
ENSMUSG00000057134	Ado	382	383	308	144
ENSMUSG00000061544	Zfp229	209	184	383	94
ENSMUSG00000062611	Gm10119	0	51	0	383
ENSMUSG00000063800	Prpf38a	383	266	279	211
ENSMUSG00000001036	Epn2	315	91	384	248
ENSMUSG00000001289	Pfdn5	58	42	125	384
ENSMUSG00000035297	Cops4	384	163	367	272
ENSMUSG00000042680	Fam59a	338	196	179	384
ENSMUSG00000042724	Map3k9	384	249	99	170
ENSMUSG00000071226	Cecr2	384	226	197	270
ENSMUSG00000005533	Igf1r	284	134	385	332
ENSMUSG00000006269	Atp6v1b1	1	0	385	1
ENSMUSG00000021190	Lgmn	175	225	180	385
ENSMUSG00000021752	Kctd6	242	282	385	309
ENSMUSG00000022292	Rrm2b	385	183	309	201
ENSMUSG00000024251	Thada	309	306	315	385
ENSMUSG00000025192	Entpd7	385	218	361	196
ENSMUSG00000025260	Hsd17b10	82	48	223	385
ENSMUSG00000033102	Cdc14b	376	290	385	190
ENSMUSG00000038970	Lmtk2	160	137	308	385
ENSMUSG00000045671	Spred2	78	385	162	325
ENSMUSG00000074802	Gas2l3	220	385	159	225
ENSMUSG00000000202	Btbd17	276	95	37	386
ENSMUSG00000001767	Crnkl1	386	292	266	186
ENSMUSG00000001942	Siae	51	31	313	386
ENSMUSG00000018102	Hist1h2bc	386	171	50	38
ENSMUSG00000026790	Odf2	386	284	174	167
ENSMUSG00000035764	Fbxo45	386	247	363	370
ENSMUSG00000037788	Vopp1	355	204	386	340
ENSMUSG00000038047	Haus6	280	167	386	185
ENSMUSG00000040374	Pxmp3	169	181	386	198
ENSMUSG00000041343	Ankrd42	386	306	179	78
ENSMUSG00000072872	Rybp	357	386	339	381
ENSMUSG00000020218	Wif1	105	8	387	89
ENSMUSG00000027668	Mfn1	339	387	295	327
ENSMUSG00000027894	Slc6a17	358	123	95	387
ENSMUSG00000031027	Stk33	122	387	6	7
ENSMUSG00000032413	Rasa2	338	299	387	236
ENSMUSG00000036545	Adamts2	42	42	387	41
ENSMUSG00000048537	Phldb1	27	8	29	387
ENSMUSG00000025582	Nptx1	246	250	112	388
ENSMUSG00000029055	Plch2	388	87	68	32
ENSMUSG00000031207	Msn	8	23	37	388
ENSMUSG00000034345	Gtf2h5	233	200	388	271
ENSMUSG00000040599	Mis12	258	182	388	187
ENSMUSG00000040859	Bsdc1	118	140	289	388
ENSMUSG00000041025	Iffo2	220	93	280	388
ENSMUSG00000049488	Tmem67	388	268	220	133
ENSMUSG00000033545	Znrf1	389	50	152	202
ENSMUSG00000038145	Snrk	389	176	236	222
ENSMUSG00000058317	Ube2e2	287	212	229	389
ENSMUSG00000001785	Pwp1	390	155	288	215
ENSMUSG00000020737	Hn1	57	50	156	390
ENSMUSG00000021178	Psmc1	390	190	381	215
ENSMUSG00000036854	Hspb6	14	10	200	390
ENSMUSG00000062908	Acadm	259	353	390	281
ENSMUSG00000014773	Dll1	391	341	19	83
ENSMUSG00000015937	H2afy	251	128	312	391
ENSMUSG00000025337	Sbds	175	156	391	306
ENSMUSG00000027175	Tcp11l1	348	301	391	258
ENSMUSG00000033658	Ddx19b	359	294	391	287
ENSMUSG00000042298	Ttc19	391	262	334	303
ENSMUSG00000020451	Limk2	225	181	332	392
ENSMUSG00000021144	Mta1	197	311	392	334
ENSMUSG00000028854	Slc9a1	114	85	136	392
ENSMUSG00000031302	Nlgn3	54	69	392	297
ENSMUSG00000041809	Efhc1	301	392	42	69
ENSMUSG00000044224	Dnajc21	354	177	392	163
ENSMUSG00000044949	Ubtd2	392	317	300	241
ENSMUSG00000058638	Zfp110	392	301	291	203
ENSMUSG00000078566	Bnip3	185	237	392	315
ENSMUSG00000082044	Gm14284	156	237	392	114
ENSMUSG00000000823	Znf512b	95	96	187	393
ENSMUSG00000007411	Mark3	320	261	393	384
ENSMUSG00000027293	Ehd4	323	188	194	393
ENSMUSG00000035919	Bbs9	393	327	356	214
ENSMUSG00000038416	Cdc16	316	214	393	374
ENSMUSG00000048833	Slc39a9	208	136	332	393
ENSMUSG00000050708	Ftl1	62	55	122	393
ENSMUSG00000060332	Tmc2	393	138	7	0
ENSMUSG00000060427	Zfp868	327	250	393	288
ENSMUSG00000064215	Ifi27l1	12	30	221	393
ENSMUSG00000066735	Vkorc1l1	172	268	300	393
ENSMUSG00000067017	Gm3608	262	350	393	266
ENSMUSG00000001383	Zmat2	309	172	394	238
ENSMUSG00000020988	L2hgdh	169	250	394	259
ENSMUSG00000024308	Tapbp	50	64	160	394
ENSMUSG00000037750	BC017647	301	228	394	350
ENSMUSG00000042042	Csgalnact2	201	121	394	277
ENSMUSG00000042514	Klhl14	363	308	394	64
ENSMUSG00000043866	Taf10	394	181	355	172
ENSMUSG00000045658	Pid1	88	272	394	65
ENSMUSG00000046562	Unc119b	225	394	165	162
ENSMUSG00000058672	Tubb2a	372	141	394	87
ENSMUSG00000059475	Zfp426	323	394	205	263
ENSMUSG00000000948	Snrpn	395	234	244	244
ENSMUSG00000020277	Pfkl	124	102	107	395
ENSMUSG00000021576	Pdcd6	295	168	248	395
ENSMUSG00000023809	Rps6ka2	73	54	144	395
ENSMUSG00000037972	Snn	137	126	395	302
ENSMUSG00000045519	Zfp560	332	243	395	165
ENSMUSG00000046727	0610010O12Rik	253	101	395	324
ENSMUSG00000068270	Shroom4	117	28	395	170
ENSMUSG00000001270	Ckb	396	224	146	200
ENSMUSG00000021236	Entpd5	314	222	396	393
ENSMUSG00000029623	Pdap1	396	137	301	107
ENSMUSG00000035310	Lin54	396	322	347	226
ENSMUSG00000047793	Sned1	146	64	308	396
ENSMUSG00000057363	Uxs1	396	175	341	135
ENSMUSG00000023011	Faim2	397	173	22	19
ENSMUSG00000028133	Rwdd3	380	397	213	73
ENSMUSG00000031442	Mcf2l	397	154	60	164
ENSMUSG00000033883	D3Ertd254e	397	280	324	231
ENSMUSG00000036894	Rap2b	116	40	397	113
ENSMUSG00000038668	Lpar1	360	156	397	257
ENSMUSG00000049811	Fam161a	397	262	33	14
ENSMUSG00000029462	Vps29	302	353	398	235
ENSMUSG00000029815	2410003K15Rik	331	188	398	117
ENSMUSG00000040446	Rprd1a	398	239	360	196
ENSMUSG00000044674	Fzd1	262	142	398	260
ENSMUSG00000047509	Gm6776	318	398	184	71
ENSMUSG00000050195	Scd4	9	13	40	398
ENSMUSG00000051036	Ttc24	398	169	3	3
ENSMUSG00000054874	Pcnxl3	141	81	175	398
ENSMUSG00000057572	Zbtb8os	150	51	398	97
ENSMUSG00000063065	Mapk3	63	47	100	398
ENSMUSG00000063887	Nlgn1	1	5	84	398
ENSMUSG00000069372	Ctxn3	10	39	9	398
ENSMUSG00000022000	Zc3h13	399	236	346	322
ENSMUSG00000022257	Laptm4b	337	356	399	317
ENSMUSG00000024826	Dpf2	199	278	170	399
ENSMUSG00000030868	Dctn5	399	121	321	240
ENSMUSG00000031776	Arl2bp	316	269	399	361
ENSMUSG00000036181	Hist1h1c	318	399	196	134
ENSMUSG00000053565	Eif3k	169	64	295	399
ENSMUSG00000070476	9030418K01Rik	399	272	72	25
ENSMUSG00000001783	D10Wsu52e	138	137	318	400
ENSMUSG00000016477	E2f3	181	122	400	357
ENSMUSG00000024477	Pggt1b	306	220	400	270
ENSMUSG00000031360	Ctps2	206	105	400	343
ENSMUSG00000013160	Atp6v0d1	222	186	283	401
ENSMUSG00000020280	Pus10	401	388	302	209
ENSMUSG00000023030	Slc11a2	401	303	289	298
ENSMUSG00000040434	Gyltl1b	26	14	173	401
ENSMUSG00000040669	Phc1	158	254	160	401
ENSMUSG00000063632	Sox11	197	53	401	173
ENSMUSG00000013921	Clip3	281	221	402	399
ENSMUSG00000029121	Crmp1	402	80	8	0
ENSMUSG00000029189	Sel1l3	69	48	148	402
ENSMUSG00000033610	Pank1	114	46	402	215
ENSMUSG00000038146	Notch3	62	25	402	233
ENSMUSG00000039480	Nt5dc1	146	127	402	182
ENSMUSG00000042426	Dhx29	402	171	184	202
ENSMUSG00000044501	Zfp758	144	152	402	139
ENSMUSG00000066643	Wdr35	402	331	159	221
ENSMUSG00000028436	Dcaf12	227	229	368	403
ENSMUSG00000028988	Ctnnbip1	378	63	403	133
ENSMUSG00000034235	Usp54	115	144	211	403
ENSMUSG00000040782	Rfwd2	403	181	333	184
ENSMUSG00000001507	Itga3	30	24	101	404
ENSMUSG00000016831	Tox4	252	173	315	404
ENSMUSG00000019055	Plod1	53	56	172	404
ENSMUSG00000020656	Grhl1	299	119	404	152
ENSMUSG00000023147	Wrb	359	404	233	198
ENSMUSG00000024104	D6Wsu116e	338	201	404	339
ENSMUSG00000025228	Actr1a	165	81	180	404
ENSMUSG00000029618	Ocm	54	404	4	0
ENSMUSG00000038324	Trpc4ap	170	160	263	404
ENSMUSG00000063873	Slc24a3	301	64	404	252
ENSMUSG00000024269	5730494M16Rik	405	200	178	154
ENSMUSG00000030615	Tmem126a	405	311	187	139
ENSMUSG00000033319	Fem1c	222	216	356	405
ENSMUSG00000034413	Neurl1b	405	194	26	13
ENSMUSG00000034522	Zfp395	74	71	249	405
ENSMUSG00000039844	Rapgef1	405	114	146	305
ENSMUSG00000081281	Gm6274	0	17	0	405
ENSMUSG00000026994	Galnt3	22	164	157	406
ENSMUSG00000029030	Tprgl	86	75	251	406
ENSMUSG00000030207	8430419L09Rik	406	115	358	187
ENSMUSG00000036585	Fgf1	278	19	211	406
ENSMUSG00000048170	Mcmbp	203	102	406	389
ENSMUSG00000015656	Hspa8	212	284	125	407
ENSMUSG00000021400	Wrnip1	213	135	407	217
ENSMUSG00000021552	Gkap1	268	355	407	78
ENSMUSG00000024766	Lipo1	304	220	407	279
ENSMUSG00000031004	Mki67	14	18	30	407
ENSMUSG00000034586	C630004H02Rik	45	99	134	407
ENSMUSG00000052298	Cdc42se2	162	73	271	407
ENSMUSG00000093631	Eif2c2	407	57	152	27
ENSMUSG00000018569	Cldn7	32	31	246	408
ENSMUSG00000018848	Rars	408	231	374	224
ENSMUSG00000024400	Wdr33	328	287	336	408
ENSMUSG00000028991	Mtor	348	281	228	408
ENSMUSG00000041057	Wdr43	408	142	299	210
ENSMUSG00000025034	Trim8	145	54	409	231
ENSMUSG00000037351	Actr1b	128	97	82	409
ENSMUSG00000047250	Ptgs1	8	6	44	409
ENSMUSG00000047965	Rpl9-ps7	13	43	78	409
ENSMUSG00000010110	Stx5a	208	130	150	410
ENSMUSG00000029708	Gcc1	325	148	362	410
ENSMUSG00000030469	Zfp719	357	410	207	209
ENSMUSG00000031349	Nsdhl	211	228	410	233
ENSMUSG00000032534	Cep63	410	216	297	185
ENSMUSG00000038025	Phf2	234	86	410	324
ENSMUSG00000038175	Mylip	137	98	239	410
ENSMUSG00000038290	Smg6	410	153	283	375
ENSMUSG00000038539	Atf5	165	33	410	115
ENSMUSG00000053173	Rpl18-ps2	4	33	7	410
ENSMUSG00000057315	Arhgap24	410	339	53	53
ENSMUSG00000067369	Trmt2b	191	156	410	202
ENSMUSG00000086219	2410137F16Rik	410	181	8	7
ENSMUSG00000005142	Man2b1	66	26	104	411
ENSMUSG00000018796	Acsl1	242	114	338	411
ENSMUSG00000024063	Lbh	289	97	192	411
ENSMUSG00000032067	Pts	291	223	411	217
ENSMUSG00000055943	2900064A13Rik	411	194	400	323
ENSMUSG00000071103	1700029J07Rik	411	307	78	50
ENSMUSG00000013622	0610007C21Rik	92	138	384	412
ENSMUSG00000024454	Hdac3	344	248	366	412
ENSMUSG00000024953	Prdx5	134	86	137	412
ENSMUSG00000036395	Glb1l2	412	42	203	170
ENSMUSG00000048644	Ctxn1	412	210	282	398
ENSMUSG00000052837	Junb	89	68	273	412
ENSMUSG00000024812	Tjp2	228	66	211	413
ENSMUSG00000028251	2610029I01Rik	413	166	51	4
ENSMUSG00000029178	Klf3	175	249	280	413
ENSMUSG00000033208	S100b	19	193	170	413
ENSMUSG00000033596	Rfwd3	412	382	413	275
ENSMUSG00000033721	Vav3	145	59	413	103
ENSMUSG00000044348	Mcart6	318	180	413	102
ENSMUSG00000046567	4930430F08Rik	413	195	87	28
ENSMUSG00000046962	Zfp295	413	163	348	193
ENSMUSG00000080921	Rpl38-ps2	88	148	261	413
ENSMUSG00000021681	Aggf1	414	261	285	271
ENSMUSG00000027376	Prom2	5	65	75	414
ENSMUSG00000037851	Iars	368	405	414	321
ENSMUSG00000067582	na	370	414	4	0
ENSMUSG00000018931	Gm16515	67	83	118	415
ENSMUSG00000028345	Tex10	415	165	319	207
ENSMUSG00000029017	Pmpcb	415	281	341	403
ENSMUSG00000045410	Akr1e1	316	198	415	282
ENSMUSG00000049323	Smcr8	250	144	340	415
ENSMUSG00000067242	Lgi1	415	7	105	55
ENSMUSG00000071176	Arhgef10	20	23	136	415
ENSMUSG00000019837	Gtf3c6	324	133	416	236
ENSMUSG00000039512	Uhrf1bp1	416	201	121	277
ENSMUSG00000059974	Ntm	121	286	158	416
ENSMUSG00000060671	Atp8b2	238	143	321	416
ENSMUSG00000021451	Sema4d	73	78	387	417
ENSMUSG00000022125	Cln5	162	123	417	240
ENSMUSG00000028646	Rragc	417	265	354	333
ENSMUSG00000029512	Ulk1	91	33	135	417
ENSMUSG00000040606	Kazn	102	42	417	262
ENSMUSG00000047496	Rnf152	70	55	417	278
ENSMUSG00000078587	na	130	417	8	8
ENSMUSG00000002477	Snrpd1	418	340	348	197
ENSMUSG00000005672	Kit	418	160	122	161
ENSMUSG00000022111	Uchl3	226	418	130	45
ENSMUSG00000036880	Acaa2	92	66	365	418
ENSMUSG00000022360	Atad2	64	303	343	419
ENSMUSG00000029038	Ssu72	309	419	228	273
ENSMUSG00000033096	2310001A20Rik	77	98	328	419
ENSMUSG00000035354	Uvrag	201	419	225	151
ENSMUSG00000047466	8030462N17Rik	419	232	313	331
ENSMUSG00000050830	Vwc2	419	92	96	4
ENSMUSG00000060636	Rpl35a	419	157	134	60
ENSMUSG00000011877	Git1	39	53	93	420
ENSMUSG00000020538	Srebf1	121	38	195	420
ENSMUSG00000033931	Rbm34	366	212	420	263
ENSMUSG00000056476	Med12l	414	420	373	337
ENSMUSG00000061950	Ppp4r1	151	179	238	420
ENSMUSG00000022245	Skor1	95	421	5	2
ENSMUSG00000027247	Arhgap1	121	116	172	421
